fix_id|fault_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
21227|5396|Test the bank fuel-trim monitor signal, ground and reference circuits|4|Fleet technician|5.0|60.0|1.2|1. Back-probe the signal, ground and 5V/8V reference pins at the ECU connector • 2. Check for opens, shorts to ground/battery and resistance in range • 3. Repair chafed or corroded wiring, reseal splices, clear codes
21481|5461|Inspect and clean the ambient/barometric pressure sensor connector|1|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the sensor connector • 2. Check pins for corrosion, bent terminals or moisture intrusion • 3. Apply dielectric grease, reseat the connector, clear codes and recheck live data
21482|5461|Test the ambient/barometric pressure sensor signal, ground and reference circuits|2|Fleet technician|5.0|60.0|1.2|1. Back-probe the signal, ground and 5V/8V reference pins at the ECU connector • 2. Check for opens, shorts to ground/battery and resistance in range • 3. Repair chafed or corroded wiring, reseal splices, clear codes
21483|5461|Replace the ambient/barometric pressure sensor|3|Fleet technician|25.0|150.0|0.7|1. Confirm the sensor's live reading against a known-good reference (scan tool or hand-held meter) • 2. Remove and replace the sensor, torque per OEM spec • 3. Clear codes and verify the new reading tracks correctly
21484|5461|Verify the underlying system condition the sensor is reporting|4|Fleet technician|0.0|400.0|1.0|1. Confirm whether the out-of-range reading reflects a real system fault or a bad sensor • 2. Inspect the related system for the root physical cause • 3. Repair as needed, then clear codes and re-verify
21733|5526|Remove and thermally clean or replace the EGR cooler|1|Dealer / specialist|150.0|2200.0|3.5|1. Remove the EGR cooler from the exhaust and inspect the substrate for cracking or excessive ash cake • 2. Send for professional thermal/pneumatic cleaning (or replace if cracked or beyond cleaning spec) with a before/after weight or backpressure reading • 3. Reinstall with new gaskets/clamps, reset the ash/soot service counter with a service tool and clear codes
21734|5526|Replace the differential pressure sensor and lines feeding the EGR cooler estimate|2|Fleet technician|60.0|220.0|1.0|1. Confirm the estimate tracks a known-bad or known-good differential pressure sensor reading before condemning the filter • 2. Replace the sensor and/or clear the pressure lines if plugged or swapped • 3. Clear codes and re-run the estimate through a duty cycle
21735|5526|Run a parked (stationary) forced regeneration with a service tool|3|Fleet technician|0.0|0.0|1.0|1. Connect a J1939 service tool and confirm no active inhibits (low fuel, low DEF, open door/parking brake requirements per OEM) • 2. Command a parked regeneration and monitor DPF inlet temperature climbs into the regeneration window • 3. Let the cycle complete, then re-read the EGR cooler estimate and clear codes if it has dropped to normal
21736|5526|Reset the EGR cooler service counter after filter service|4|Fleet technician|0.0|0.0|0.3|1. After a cleaned or replaced filter is reinstalled, connect a service tool • 2. Reset the ash/soot load counter to zero per the OEM procedure • 3. Clear codes and confirm the estimate starts climbing from zero on the next duty cycle
21964|5591|Replace the sensor or actuator on this circuit|1|Dealer / specialist|30.0|300.0|1.2|1. Identify the physical component tied to this manufacturer-specific parameter from the OEM wiring diagram or dealer tool • 2. Replace the component • 3. Clear codes and verify
21965|5591|Inspect and clean the connector for this parameter's circuit|2|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the connector serving this circuit (identify via the pin-out for this SPN in the OEM wiring diagram) • 2. Check pins for corrosion or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
21966|5591|Test the circuit for an open, short or out-of-range voltage|3|Fleet technician|5.0|70.0|1.3|1. Back-probe the affected pin(s) at the module connector • 2. Check for opens, shorts to ground/battery and correct reference voltage against the OEM wiring diagram • 3. Repair chafed or corroded wiring, clear codes
22208|5656|Identify the assigned solenoid and inspect its connector|1|Fleet technician|0.0|15.0|0.5|1. Use the diagnostic tool to read which function (diff lock, transfer case, trailer, 3/2 valve) the output is configured for • 2. Locate and inspect that solenoid's connector for corrosion • 3. Clean, reconnect and clear codes
22209|5656|Test the auxiliary output driver circuit for a short or open|2|Fleet technician|5.0|70.0|1.2|1. Back-probe the output pin at the ECU and measure resistance to the solenoid coil • 2. Check for a short to ground or voltage along the harness • 3. Repair the wiring and re-test
22210|5656|Replace the assigned solenoid valve|3|Fleet technician|60.0|300.0|1.3|1. Tag and disconnect the air line and electrical connector • 2. Remove and replace the diff lock, transfer case, trailer or 3/2 valve solenoid • 3. Leak-check, clear codes and function-test
22211|5656|Verify the auxiliary output's parameter assignment with a diagnostic tool|4|Dealer / specialist|0.0|150.0|0.8|1. Connect a dealer-level diagnostic tool and read the auxiliary output configuration • 2. Confirm it matches the solenoid actually wired on the truck • 3. Correct the parameter and clear codes
22515|5721|Replace the wheel-speed sensor|1|Fleet technician|40.0|120.0|0.6|1. Remove the old sensor and clean the bore • 2. Fit the new sensor and set the air gap per spec • 3. Reconnect, clear codes and road-test
22516|5721|Replace the sensor pigtail/extension harness|2|Fleet technician|20.0|90.0|0.8|1. Disconnect the failed pigtail at the sensor and at the chassis harness • 2. Route and secure the new pigtail away from moving parts • 3. Reconnect, clear codes and verify a clean speed trace
22517|5721|Clear codes and confirm the fault does not return|3|Fleet technician|0.0|0.0|0.3|1. Clear stored and active codes with a diagnostic tool • 2. Road-test through a speed range • 3. Re-scan to confirm the SPN/FMI has not reset
22518|5721|Inspect and clean the wheel-speed sensor connector|4|Fleet technician|0.0|15.0|0.4|1. Key off, unplug the sensor connector • 2. Check pins for corrosion, moisture and spread terminals • 3. Clean, apply dielectric grease, reconnect and clear codes
22519|5721|Trace and repair the sensor wiring harness|5|Fleet technician|5.0|75.0|1.0|1. Back-probe the sensor pins at the ECU and measure coil resistance • 2. Follow the harness to the axle looking for chafe points and pinches • 3. Repair or splice the damaged run, reseal and re-test
22829|5786|Verify matched tire sizes and pressures across the axle|1|Driver check|0.0|0.0|0.3|1. Measure rolling circumference or check size/load ratings on each tire of the axle • 2. Correct pressure to spec on all positions • 3. Note any mismatched tire for replacement
22830|5786|Replace a worn or damaged tone ring|2|Fleet technician|60.0|220.0|1.5|1. Access and remove the damaged tone ring • 2. Press on the replacement ring • 3. Reassemble, set the air gap and road-test
22831|5786|Verify wheel-speed sensor wiring matches the correct wheel position|3|Fleet technician|0.0|0.0|0.5|1. Confirm each sensor connector is routed to its labeled ECU pin • 2. Correct any swapped or reversed left/right connections • 3. Clear codes and road-test
22832|5786|Clean the tone ring and check sensor mounting security|4|Fleet technician|0.0|40.0|0.8|1. Remove debris and metal fines from the tone ring teeth • 2. Confirm the sensor is fully seated and not vibrating loose • 3. Clear codes and road-test through a speed range
22833|5786|Replace a mismatched tire so the axle set matches|5|Fleet technician|400.0|900.0|1.5|1. Identify the tire(s) that do not match the axle set • 2. Replace with a correctly sized/matched tire • 3. Re-verify sizes and pressures, then clear codes
23085|5851|Run the treadle sensor calibration/learn procedure with a diagnostic tool|1|Dealer / specialist|0.0|100.0|0.5|1. Connect the dealer diagnostic tool • 2. Follow the prompted pedal-travel calibration sequence • 3. Verify both channels track together and clear codes
23086|5851|Replace the brake demand (treadle valve) sensor|2|Fleet technician|80.0|250.0|1.0|1. Remove the treadle valve/pedal sensor assembly • 2. Install the replacement sensor and reconnect the harness • 3. Clear codes and run the calibration procedure
23087|5851|Inspect and clean the treadle valve sensor connector|3|Fleet technician|0.0|15.0|0.4|1. Key off, unplug the treadle valve sensor connector • 2. Check pins for corrosion and spread terminals • 3. Clean, reconnect and clear codes
23088|5851|Test the primary and secondary sensor circuits for continuity|4|Fleet technician|5.0|70.0|1.2|1. Back-probe the primary and secondary signal pins at the ECU • 2. Check continuity and reference voltage on each channel • 3. Repair the harness and re-test
23341|5916|Confirm the ECU part number matches the vehicle's axle and sensor count|1|Dealer / specialist|0.0|0.0|0.5|1. Record the ECU part number and the vehicle's actual axle/sensor/modulator layout • 2. Cross-check against the OEM part-number table or contact the vehicle OEM • 3. Order the correct ECU if mismatched
23342|5916|Replace an ECU programmed for the wrong configuration|2|Dealer / specialist|900.0|2500.0|2.0|1. Order the ECU matching the vehicle's confirmed configuration • 2. Install and complete dealer end-of-line programming • 3. Clear codes and road-test
23343|5916|Re-run the ESC/ABS end-of-line configuration in the diagnostic tool|3|Dealer / specialist|0.0|150.0|1.0|1. Connect a dealer-level diagnostic tool • 2. Enter the correct sensor count, modulator count and ESC enable/disable settings for the vehicle • 3. Save, clear codes and road-test
23344|5916|Re-learn the steering-angle-sensor center/ratio|4|Dealer / specialist|0.0|100.0|0.5|1. Center the steering wheel with the vehicle on level ground, wheels straight • 2. Run the steering-angle learn procedure in the diagnostic tool • 3. Verify the learned value and clear codes
23657|5981|Verify wheel-speed sensor wiring matches the correct wheel position|1|Fleet technician|0.0|0.0|0.5|1. Confirm each sensor connector is routed to its labeled ECU pin • 2. Correct any swapped or reversed left/right connections • 3. Clear codes and road-test
23658|5981|Replace a worn or damaged tone ring|2|Fleet technician|60.0|220.0|1.5|1. Access and remove the damaged tone ring • 2. Press on the replacement ring • 3. Reassemble, set the air gap and road-test
23659|5981|Clean the tone ring and check sensor mounting security|3|Fleet technician|0.0|40.0|0.8|1. Remove debris and metal fines from the tone ring teeth • 2. Confirm the sensor is fully seated and not vibrating loose • 3. Clear codes and road-test through a speed range
23660|5981|Replace a mismatched tire so the axle set matches|4|Fleet technician|400.0|900.0|1.5|1. Identify the tire(s) that do not match the axle set • 2. Replace with a correctly sized/matched tire • 3. Re-verify sizes and pressures, then clear codes
23661|5981|Verify matched tire sizes and pressures across the axle|5|Driver check|0.0|0.0|0.3|1. Measure rolling circumference or check size/load ratings on each tire of the axle • 2. Correct pressure to spec on all positions • 3. Note any mismatched tire for replacement
23955|6046|Inspect the valve for sticking or an internal air leak causing extra cycling|1|Fleet technician|0.0|100.0|1.0|1. Listen for continuous air flow or chatter at the valve during a static ABS self-test • 2. Cycle the valve with a diagnostic tool and observe response • 3. Note the valve for replacement if it sticks or leaks
23956|6046|Recheck the related wheel-speed signal that may be triggering excess ABS activity|2|Fleet technician|0.0|120.0|1.0|1. Review stored wheel-speed fault history for the same wheel position • 2. Inspect that sensor's air gap and tone ring condition • 3. Correct the wheel-speed fault before re-testing the valve
23957|6046|Replace the overheated ABS modulator valve|3|Fleet technician|250.0|600.0|1.8|1. Tag and disconnect the air lines and electrical connector • 2. Remove and replace the modulator valve, torquing fittings per spec • 3. Leak-check, clear codes and road-test
23958|6046|Check the affected valve's coil resistance for a partial short|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the modulator valve's coil pins and measure resistance against spec • 2. Compare against the other wheel positions for a low reading • 3. Repair the wiring or flag the valve for replacement
24208|6111|Replace the ECU if the checksum fault returns after reprogramming|1|Dealer / specialist|900.0|2500.0|2.0|1. Confirm the checksum fault repeats after a full parameter reload • 2. Replace the ECU with the correct part number • 3. Complete dealer end-of-line programming and configuration
24209|6111|Re-load the vehicle configuration parameters with a dealer diagnostic tool|2|Dealer / specialist|0.0|150.0|1.0|1. Connect the dealer diagnostic tool • 2. Re-enter or re-load the affected parameter group (traction control, brake, gravity/vehicle, axle configuration) • 3. Save, clear codes and road-test
24210|6111|Cycle ignition and re-scan; a transient checksum error may clear|3|Fleet technician|0.0|0.0|0.3|1. Record the active fault • 2. Cycle the ignition off and on • 3. Re-scan to see if the checksum fault clears
24403|6176|Update the aftertreatment DCU's firmware/calibration if a service bulletin applies|1|Dealer / specialist|0.0|150.0|1.0|1. Check for an applicable OEM software update or service bulletin for this fault • 2. Reflash with the latest calibration using the OEM service tool • 3. Clear codes and confirm the fault does not return through a duty cycle
24404|6176|Inspect the aftertreatment DCU's wiring, grounds and power connectors|2|Fleet technician|0.0|25.0|0.6|1. Key off, inspect the connectors and ground straps feeding the aftertreatment DCU • 2. Check for corrosion, loose terminals or a poor ground • 3. Clean/repair, reseat, clear codes and re-test
24405|6176|Replace the aftertreatment DCU|3|Dealer / specialist|300.0|2500.0|2.0|1. Confirm the fault is internal to the aftertreatment DCU and not its wiring or power supply first • 2. Remove and replace the module per OEM procedure, including any required re-flash or configuration • 3. Clear codes and confirm normal operation through a duty cycle
24628|6241|Inspect the aftertreatment DCU power supply's wiring, grounds and power connectors|1|Fleet technician|0.0|25.0|0.6|1. Key off, inspect the connectors and ground straps feeding the aftertreatment DCU power supply • 2. Check for corrosion, loose terminals or a poor ground • 3. Clean/repair, reseat, clear codes and re-test
24629|6241|Replace the aftertreatment DCU power supply|2|Dealer / specialist|300.0|2500.0|2.0|1. Confirm the fault is internal to the aftertreatment DCU power supply and not its wiring or power supply first • 2. Remove and replace the module per OEM procedure, including any required re-flash or configuration • 3. Clear codes and confirm normal operation through a duty cycle
24630|6241|Update the aftertreatment DCU power supply's firmware/calibration if a service bulletin applies|3|Dealer / specialist|0.0|150.0|1.0|1. Check for an applicable OEM software update or service bulletin for this fault • 2. Reflash with the latest calibration using the OEM service tool • 3. Clear codes and confirm the fault does not return through a duty cycle
24864|6306|Clear the DEF supply module pump's inlet strainer and suction line of blockage|1|Fleet technician|20.0|150.0|1.2|1. Relieve system pressure and disconnect the suction line at the tank • 2. Pull the in-tank strainer and clear crystallized DEF or debris; check the suction line and fittings for a loose connection drawing air • 3. Reinstall, prime per OEM procedure, clear codes and confirm pressure builds normally
24865|6306|Replace the DEF supply module pump|2|Dealer / specialist|500.0|1600.0|2.5|1. Relieve system pressure and disconnect DEF lines and the electrical connector at the DEF supply module pump • 2. Remove and replace the module/pump assembly with new seals per OEM procedure • 3. Prime the system, clear codes and confirm pressure and flow reach spec
24866|6306|Inspect and clean the DEF supply module pump connector|3|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the DEF supply module pump • 2. Check pins for corrosion and DEF crystal deposits (a white crusty residue) that block the terminals • 3. Clean, apply dielectric grease, reseat, clear codes
24867|6306|Test the DEF supply module pump power, ground and control circuits|4|Fleet technician|5.0|80.0|1.3|1. Back-probe the power, ground and PWM/control signal pins at the connector • 2. Check for battery voltage at the power pin, a clean ground and a valid control signal from the DCU • 3. Repair the faulted circuit, clear codes and re-test
25117|6371|Replace the fuel injector|1|Dealer / specialist|120.0|650.0|1.8|1. Confirm which cylinder/position is faulted from live data or cylinder cutout test • 2. Remove and replace the injector, use new seals/washers per OEM spec • 3. Torque to spec, prime the fuel system, clear codes and road-test
25118|6371|Inspect and clean the fuel injector connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the injector connector • 2. Check pins for corrosion, heat damage or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
25119|6371|Test the fuel injector driver circuit resistance and wiring|3|Fleet technician|5.0|70.0|1.3|1. Measure coil/solenoid resistance at the connector against OEM spec • 2. Check the harness back to the ECU/injector driver for opens or shorts • 3. Repair or replace the harness section as needed, clear codes
25120|6371|Perform injector trim/coding reset after service|4|Dealer / specialist|0.0|150.0|0.8|1. Enter the injector serial/trim code from the new injector into the ECU (or reset adaptive trims) using the OEM diagnostic tool • 2. Clear codes • 3. Verify smooth idle and no misfire/imbalance codes return
25364|6436|Inspect the sub-network or smart-device connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, identify the smart sensor/actuator or the proprietary 'Machine'/implement CAN segment reporting the fault • 2. Inspect its connector and any bridge/gateway connector on that segment for corrosion or looseness • 3. Clean, reseat, clear codes and retest
25365|6436|Reprogram or update the linked device's configuration/firmware|2|Dealer / specialist|0.0|200.0|1.2|1. Connect the OEM service tool to the ECU that owns the proprietary link • 2. Check for a required configuration file or firmware update for the linked device • 3. Apply the update, clear codes and confirm normal communication resumes
25366|6436|Replace the linked smart sensor, actuator or gateway/bridge module|3|Fleet technician|50.0|700.0|1.5|1. Confirm via the OEM tool that the linked device itself, not just its wiring, has stopped communicating • 2. Remove and replace the smart sensor, actuator or gateway/bridge module • 3. Clear codes and confirm the link re-establishes on the next power cycle
25367|6436|Verify power, ground and continuity on the proprietary link|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the linked device's power and ground pins and confirm battery voltage and a clean ground • 2. Check continuity and check for a short to power or ground on the dedicated sub-network pair • 3. Repair any wiring fault found
